ObjectId,OObjectId,AcademicYear,AcademicPeriod
50029188,50000976,2023,004
50029188,50000976,2024,003
50029188,50000976,2024,004
50029188,50000976,2025,003
50029194,50000976,2021,003
50029194,50000976,2021,004
50029194,50000976,2022,003
50029194,50000976,2022,004
50029194,50000976,2023,003
50029194,50000976,2023,004
50029194,50000976,2024,003
50029194,50000976,2024,004
50029194,50000976,2025,003
50029205,50000976,2021,003
50029205,50000976,2021,004
50029205,50000976,2022,003
50029205,50000976,2022,004
50029205,50000976,2023,003
50029205,50000976,2023,004
50029205,50000976,2024,003
50029205,50000976,2024,004
50029205,50000976,2025,003
50029208,50000976,2021,003
50029211,50000976,2021,003
50029211,50000976,2021,004
50029211,50000976,2022,003
50029211,50000976,2022,004
50029211,50000976,2023,003
50029211,50000976,2023,004
50029211,50000976,2024,003
50029211,50000976,2024,004
50029211,50000976,2025,003
50029220,50000008,2021,003
50029220,50000008,2021,004
50029220,50000008,2022,003
50029220,50000008,2022,004
50029220,50000008,2023,003
50029220,50000008,2023,004
50029220,50000008,2024,003
50029220,50000008,2024,004
50029220,50000008,2025,003
50029222,50000008,2021,003
50029222,50000008,2022,003
50029259,50000008,2021,003
50029259,50000008,2022,003
50029259,50000008,2023,003
50029259,50000008,2024,003
50029259,50000008,2025,003
50029263,50000008,2021,003
50029263,50000008,2022,003
50029263,50000008,2023,003
50029263,50000008,2024,003
50029263,50000008,2025,003
50029339,50044345,2021,004
50029342,50044345,2021,004
50029342,50044345,2022,004
50029342,50044345,2023,004
50029354,50044345,2021,003
50029354,50044345,2021,004
50029354,50044345,2022,003
50029354,50044345,2022,004
50029354,50044345,2023,003
50029356,50044345,2021,003
50029356,50044345,2021,004
50029356,50044345,2022,003
50029356,50044345,2022,004
50029356,50044345,2023,003
50029370,50044345,2021,003
50029370,50044345,2021,004
50029370,50044345,2022,003
50029370,50044345,2023,003
50029370,50044345,2024,003
50029374,50044345,2021,003
50029374,50044345,2021,004
50029374,50044345,2022,003
50029374,50044345,2022,004
50029374,50044345,2023,003
50029374,50044345,2023,004
50029374,50044345,2024,003
50029375,50044345,2021,003
50029375,50044345,2021,004
50029375,50044345,2022,003
50029375,50044345,2022,004
50029375,50044345,2023,003
50029375,50044345,2023,004
50029375,50044345,2024,003
50029377,50044345,2021,003
50029377,50044345,2021,004
50029377,50044345,2022,003
50029378,50044345,2021,003
50029378,50044345,2021,004
50029378,50044345,2022,003
50029378,50044345,2022,004
50029378,50044345,2023,003
50029380,50044345,2021,004
50029380,50044345,2022,004
50029472,50000008,2021,003
50029483,50000008,2021,003
50029483,50000008,2021,004
50029483,50000008,2022,003
50029483,50000008,2022,004
50029483,50000008,2023,003
50029483,50000008,2023,004
50029483,50000008,2024,003
50029483,50000008,2024,004
50029483,50000008,2025,003
50029552,50000976,2021,003
50029552,50000976,2021,004
50029552,50000976,2022,003
50029552,50000976,2022,004
50029552,50000976,2023,003
50029552,50000976,2023,004
50029552,50000976,2024,003
50029552,50000976,2024,004
50029552,50000976,2025,003
50029560,50000008,2021,003
50029560,50000008,2021,004
50029560,50000008,2022,003
50029560,50000008,2022,004
50029560,50000008,2023,003
50029560,50000008,2023,004
50029560,50000008,2024,003
50029560,50000008,2024,004
50029560,50000008,2025,003
50029562,50000008,2021,003
50029562,50000008,2021,004
50029562,50000008,2022,003
50029562,50000008,2022,004
50029562,50000008,2023,003
50029562,50000008,2023,004
50029562,50000008,2024,003
50029562,50000008,2024,004
50029562,50000008,2025,003
50029563,50000008,2021,003
50029563,50000008,2021,004
50029563,50000008,2022,003
50029563,50000008,2022,004
50029563,50000008,2023,003
50029563,50000008,2023,004
50029563,50000008,2024,003
50029563,50000008,2024,004
50029563,50000008,2025,003
50029566,50000008,2021,003
50029566,50000008,2021,004
50029566,50000008,2022,003
50029566,50000008,2022,004
50029566,50000008,2023,003
50029566,50000008,2023,004
50029566,50000008,2024,003
50029566,50000008,2024,004
50029566,50000008,2025,003
50029567,50000008,2021,003
50029567,50000008,2021,004
50029567,50000008,2022,003
50029567,50000008,2022,004
50029567,50000008,2023,003
50029568,50000008,2021,003
50029568,50000008,2021,004
50029568,50000008,2022,003
50029568,50000008,2022,004
50029568,50000008,2023,003
50029568,50000008,2023,004
50029568,50000008,2024,003
50029568,50000008,2024,004
50029568,50000008,2025,003
50029572,50000008,2021,003
50029572,50000008,2021,004
50029572,50000008,2022,003
50029572,50000008,2022,004
50029572,50000008,2023,003
50029572,50000008,2023,004
50029572,50000008,2024,003
50029572,50000008,2024,004
50029573,50000008,2021,003
50029573,50000008,2021,004
50029573,50000008,2022,003
50029573,50000008,2022,004
50029573,50000008,2023,003
50029573,50000008,2023,004
50029573,50000008,2024,003
50029573,50000008,2024,004
50029573,50000008,2025,003
50029574,50000008,2021,003
50029574,50000008,2021,004
50029574,50000008,2022,003
50029574,50000008,2022,004
50029574,50000008,2023,003
50029574,50000008,2023,004
50029574,50000008,2024,003
50029574,50000008,2024,004
50029574,50000008,2025,003
50029596,50000008,2021,003
50029596,50000008,2021,004
50029596,50000008,2022,003
50029596,50000008,2022,004
50029596,50000008,2023,003
50029596,50000008,2023,004
