ObjectId,AcademicYear,AcademicPeriod
50590959,2021,004
50590959,2022,004
50590959,2023,004
50590959,2024,004
50591358,2021,003
50591358,2022,003
50591358,2023,003
50591358,2024,003
50591358,2025,003
50591836,2021,004
50591841,2021,004
50591841,2022,004
50591841,2023,004
50591841,2024,004
50591841,2025,004
50591869,2021,004
50592308,2021,003
50592308,2022,003
50592434,2021,004
50592434,2022,004
50595037,2021,003
50595037,2022,003
50595037,2023,003
50595037,2024,003
50595037,2025,003
50595079,2021,003
50595079,2022,003
50595160,2021,003
50595160,2021,004
50595162,2021,003
50595162,2021,004
50595164,2021,003
50595164,2021,004
50595165,2021,003
50595165,2021,004
50597846,2021,003
50597846,2021,004
50597846,2022,003
50597851,2021,003
50597851,2022,003
50597851,2023,003
50597851,2024,003
50597851,2025,003
50597928,2021,003
50597928,2022,003
50597928,2023,003
50597928,2024,003
50597928,2025,003
50598113,2021,003
50598113,2022,003
50598113,2023,003
50598113,2024,003
50598113,2025,003
50598122,2021,003
50598122,2022,003
50598122,2023,003
50598122,2024,003
50598122,2025,003
50598881,2021,003
50598881,2022,003
50598881,2023,003
50598881,2024,003
50598881,2025,003
50599246,2021,003
50599246,2021,004
50599250,2021,003
50599250,2021,004
50599252,2021,003
50599252,2021,004
50599254,2021,003
50599254,2022,003
50599256,2021,003
50599256,2022,003
50599256,2023,003
50599256,2024,003
50599256,2025,003
50599285,2021,003
50599285,2021,004
50599285,2022,003
50599285,2022,004
50599285,2023,003
50599285,2023,004
50599285,2024,003
50599285,2024,004
50599285,2025,003
50599285,2025,004
50599483,2021,003
50599483,2022,003
50599483,2023,003
50599483,2024,003
50599483,2025,003
50599543,2021,003
50599543,2021,004
50599563,2021,004
50599563,2022,004
50599563,2023,004
50599563,2024,004
50599567,2021,003
50599567,2022,003
50599567,2023,003
50599567,2024,003
50599567,2025,003
50599572,2021,003
50599572,2022,003
50599572,2023,003
50599572,2024,003
50599572,2025,003
50599575,2021,003
50599575,2021,004
50599575,2022,003
50599575,2022,004
50599575,2023,003
50599575,2023,004
50599575,2024,003
50599575,2024,004
50599575,2025,003
50599578,2021,003
50599578,2022,003
50599578,2023,003
50599578,2024,003
50599578,2025,003
50599580,2021,003
50599580,2021,004
50599580,2022,003
50599580,2022,004
50599580,2023,003
50599580,2023,004
50599580,2024,003
50599580,2024,004
50599580,2025,003
50599583,2021,003
50599583,2022,003
50599583,2023,003
50599583,2024,003
50599583,2025,003
50599586,2021,004
50599586,2022,004
50599586,2023,004
50599586,2024,004
50600617,2021,003
50600617,2022,003
50603771,2021,004
50607804,2021,004
50607819,2021,003
50607819,2022,003
50607820,2021,004
50607830,2021,003
50607830,2022,003
50607831,2021,004
50612333,2021,003
50612333,2021,004
50612333,2022,003
50612333,2022,004
50612333,2023,003
50612333,2023,004
50612359,2022,003
50612359,2022,004
50612359,2023,003
50612359,2023,004
50612363,2021,003
50612363,2021,004
50612363,2022,003
50612363,2022,004
50612363,2023,003
50612363,2023,004
50612364,2022,003
50612364,2022,004
50612367,2021,003
50612367,2021,004
50612367,2022,003
50612367,2022,004
50612367,2023,003
50612367,2023,004
50612367,2024,003
50612367,2024,004
50612370,2021,003
50612370,2021,004
50612370,2022,003
50612370,2022,004
50612370,2023,004
50612371,2024,003
50612371,2024,004
50612372,2021,003
50612372,2021,004
50612372,2022,003
50612372,2022,004
50612372,2024,003
50612372,2024,004
50613691,2021,003
50613691,2022,003
50613691,2022,004
50613691,2023,003
50613691,2024,003
50613691,2024,004
50613691,2025,003
50613701,2021,003
50613701,2022,003
50613701,2022,004
50613701,2023,003
50613701,2024,003
50613701,2024,004
50613701,2025,003
50613708,2021,003
50613708,2022,003
50613708,2022,004
50613708,2023,003
50613708,2024,003
50613708,2024,004
50613708,2025,003
50613771,2021,003
50613771,2021,004
50613771,2022,003
50613771,2022,004
50613771,2023,003
50613771,2023,004
50613771,2024,003
50613771,2024,004
50613771,2025,003
50614395,2021,003
50614395,2021,004
50614395,2022,003
50614395,2022,004
50614395,2023,003
50614395,2023,004
50614395,2024,003
50614685,2021,003
50614685,2022,003
50614685,2023,003
50614685,2024,003
50614685,2025,003
50614688,2021,003
50614688,2022,003
50614688,2023,003
50614688,2023,004
50615016,2021,003
50615087,2021,003
50615087,2022,003
50615087,2023,003
50615172,2021,003
50615172,2021,004
50615172,2022,003
50615172,2022,004
50615172,2023,003
50615172,2023,004
50615172,2024,003
50615172,2024,004
50616308,2021,003
50616308,2022,003
50616308,2023,003
50616945,2021,004
50616945,2022,004
50616945,2023,004
50616945,2024,004
50616950,2021,004
50616950,2022,004
50616950,2023,004
50616950,2024,004
50616952,2021,003
50616952,2022,003
50616952,2023,003
50616952,2024,003
50616952,2025,003
50617653,2021,003
50617653,2022,003
50617653,2023,003
50617653,2024,003
50618040,2021,003
50618048,2021,003
50618048,2021,004
50618048,2022,003
50618048,2022,004
50618048,2023,003
50618048,2023,004
50618048,2024,003
50618832,2021,004
50619453,2021,004
50619479,2021,003
50620657,2021,003
50621404,2021,004
50621407,2021,004
50622796,2021,004
50623302,2021,004
50623302,2022,004
50623302,2023,004
50623302,2024,004
50624168,2022,003
50624896,2021,004
50624896,2022,004
50624896,2023,004
50624896,2024,004
50628148,2021,003
50628148,2021,004
50628148,2022,003
50628148,2022,004
50628148,2023,003
50628148,2023,004
50628148,2024,003
50628148,2024,004
50628148,2025,003
50628703,2021,004
50628703,2022,004
50628703,2023,004
50628703,2024,004
50628703,2025,004
50628902,2021,003
50628902,2021,004
50628902,2022,003
50628902,2022,004
50628902,2023,003
50628902,2023,004
50628902,2024,003
50628902,2024,004
50628902,2025,003
50629666,2021,003
50629666,2021,004
50629666,2022,003
50629666,2022,004
50629666,2023,003
50629666,2023,004
50629666,2024,003
50629666,2024,004
50630353,2021,003
50630353,2021,004
50630353,2022,003
50630353,2022,004
50630353,2023,003
50630353,2023,004
50630353,2024,003
50630353,2024,004
50630358,2021,003
50630358,2021,004
50630358,2022,003
50630358,2022,004
50630358,2023,003
50630358,2024,003
50630520,2021,003
50630520,2022,003
50630520,2023,003
50630520,2024,003
50630520,2024,004
50630520,2025,003
50630520,2025,004
50632714,2021,003
50632714,2021,004
50632714,2022,003
50632714,2022,004
50632942,2021,003
50632942,2021,004
50633167,2021,003
50633167,2021,004
50633167,2022,003
50633167,2022,004
50633951,2021,004
50633951,2022,004
50633951,2023,004
50633951,2024,004
50634528,2021,003
50635730,2022,004
50636460,2021,003
50636460,2021,004
50636460,2022,003
50636460,2022,004
50636460,2023,003
50636460,2023,004
50636814,2021,003
50636814,2021,004
50636814,2022,003
50636814,2022,004
50636814,2023,003
50636814,2023,004
50636814,2024,003
50636814,2024,004
50636814,2025,003
50637560,2021,003
50637569,2021,003
50637613,2021,003
50637622,2021,003
50637622,2022,003
50637622,2023,003
50637622,2024,003
50637622,2025,003
50639518,2021,003
50639569,2021,003
50639569,2022,003
50639569,2023,003
50639569,2024,003
50639569,2024,004
50639569,2025,003
50641651,2021,003
50641651,2022,003
50641651,2023,003
50641651,2024,003
50641651,2025,003
50641758,2021,003
50641758,2022,003
50641758,2023,003
50641758,2024,003
50641758,2025,003
50642282,2022,003
50642801,2021,003
50642801,2021,004
50642801,2022,003
50642801,2022,004
50643108,2021,003
50643108,2021,004
50643108,2022,003
50643108,2022,004
50645127,2021,003
50645127,2021,004
50645127,2022,003
50645127,2022,004
50646110,2021,003
50646110,2021,004
50646218,2021,003
50646218,2021,004
50646218,2022,003
50646218,2022,004
50646218,2023,003
50646218,2023,004
50646218,2024,003
50646218,2024,004
50646218,2025,003
50647150,2021,003
50647150,2021,004
50647150,2022,003
50647150,2022,004
50647179,2021,003
50647179,2022,003
50647179,2023,003
50647179,2024,003
50647179,2025,003
50647190,2021,003
50647190,2022,003
50647190,2023,003
50647190,2024,003
50647190,2025,003
50647192,2021,003
50647192,2021,004
50647192,2022,003
50647309,2021,003
50647309,2021,004
50647309,2022,003
50647309,2022,004
50647527,2021,003
50647527,2022,003
50647755,2021,003
50647755,2022,003
50647996,2021,003
50648397,2021,003
50648594,2021,003
50648594,2022,003
50648594,2023,003
50648594,2024,003
50648594,2025,003
50648682,2021,003
50648682,2021,004
50648682,2022,004
50648682,2023,003
50648682,2023,004
50648682,2024,004
50648682,2025,004
50648859,2021,003
50648859,2021,004
50648859,2022,003
50648859,2022,004
50648859,2023,003
50648859,2023,004
50648859,2024,003
50648859,2024,004
50648859,2025,003
50648882,2021,003
50648882,2022,004
50648882,2023,004
50648882,2024,004
50649138,2021,003
50649138,2021,004
50649138,2022,003
50649138,2022,004
50649150,2021,003
50649150,2022,003
50649150,2023,003
50649150,2024,003
50649150,2025,003
50649153,2021,003
50649153,2021,004
50649153,2022,003
50649153,2022,004
50649153,2023,003
50649153,2023,004
50649153,2024,003
50649153,2024,004
50649153,2025,003
50649336,2021,003
50649336,2021,004
50649336,2022,003
50649336,2022,004
50649754,2021,003
50649754,2021,004
50649754,2022,003
50649754,2022,004
50649754,2023,003
50649754,2023,004
50649754,2024,003
50649754,2024,004
50649754,2025,003
50650449,2021,003
50650449,2021,004
50650449,2022,003
50650449,2022,004
50650449,2023,003
50650449,2023,004
50650449,2024,003
50650449,2024,004
50650865,2021,003
50650865,2022,003
50650865,2023,003
50650865,2024,003
50650865,2025,003
50653601,2021,003
50653601,2021,004
50653601,2022,003
50653601,2022,004
50653780,2021,003
50653780,2022,003
50653783,2021,003
50653783,2022,003
50653980,2021,003
50653980,2021,004
50653980,2022,003
50653980,2022,004
50653983,2021,003
50653983,2021,004
50653983,2022,003
50653983,2022,004
50654483,2021,003
50654483,2022,003
50654698,2021,003
50654698,2022,003
50654712,2021,003
50654712,2022,003
50654721,2021,003
50654721,2022,003
50655172,2021,003
50655172,2021,004
50655172,2022,004
50655172,2023,003
50655172,2023,004
50655172,2024,003
50655172,2024,004
50655172,2025,003
50655634,2021,003
50655634,2021,004
50655634,2022,003
50655634,2022,004
50655634,2023,003
50655634,2023,004
50655634,2024,003
50655634,2024,004
50655634,2025,003
50656019,2021,003
50656019,2021,004
50656019,2022,003
50656019,2022,004
50656085,2021,003
50656085,2021,004
50656085,2022,003
50656085,2022,004
50660187,2021,003
50660187,2021,004
50660189,2021,003
50660189,2021,004
50660922,2021,004
50660922,2022,004
50660922,2023,004
50661083,2021,003
50661083,2021,004
50661083,2022,003
50661083,2022,004
50661370,2022,003
50661370,2024,003
50661417,2021,004
50662790,2021,003
50662790,2022,003
50662790,2022,004
50662790,2023,003
50662790,2023,004
50662790,2024,003
50662790,2024,004
50662790,2025,003
50662794,2021,003
50662794,2022,003
50662794,2022,004
50662794,2023,003
50662794,2023,004
50662794,2024,003
50662794,2024,004
50662794,2025,003
50662798,2021,003
50662798,2022,003
50662798,2022,004
50662798,2023,003
50662798,2023,004
50662798,2024,003
50662798,2024,004
50662798,2025,003
50662974,2021,003
50662974,2021,004
50662974,2022,003
50666477,2021,003
50666477,2021,004
50666477,2022,003
50666477,2022,004
50666477,2023,003
50666477,2023,004
50666477,2024,003
50666477,2024,004
50666477,2025,003
50666477,2025,004
50666478,2021,003
50666478,2021,004
50666478,2022,003
50666478,2022,004
50666478,2023,003
50666478,2023,004
50666478,2024,003
50666478,2024,004
50666478,2025,003
50666478,2025,004
50666746,2021,003
50666746,2021,004
50666746,2022,003
50666746,2022,004
50666746,2023,003
50666746,2023,004
50666746,2024,003
50666746,2024,004
50666746,2025,003
50666746,2025,004
50668434,2021,004
50668516,2021,003
50668516,2021,004
50668516,2022,003
50668516,2022,004
50668659,2022,003
50668659,2024,003
50668824,2021,003
50668824,2021,004
50668824,2022,003
50668824,2022,004
50669907,2021,003
50669907,2021,004
50669907,2022,003
50669907,2022,004
50669907,2023,003
50669907,2023,004
50669907,2024,003
50669907,2024,004
50669907,2025,003
50669907,2025,004
50669984,2021,003
50669984,2021,004
50669984,2022,003
50669984,2022,004
50669984,2023,003
50669984,2023,004
50669984,2024,003
50669984,2024,004
50669984,2025,003
50669984,2025,004
50669986,2021,003
50669986,2021,004
50669986,2022,003
50669986,2022,004
50669986,2023,003
50669986,2023,004
50669986,2024,003
50669986,2024,004
50669986,2025,003
50669986,2025,004
50670725,2021,003
50670725,2021,004
50670725,2022,003
50670725,2022,004
50670725,2023,003
50670725,2023,004
50670725,2024,003
50670725,2024,004
50670725,2025,003
50670725,2025,004
50670893,2021,003
50670893,2021,004
50670893,2022,003
50670893,2022,004
50670893,2023,003
50670893,2023,004
50670893,2024,003
50670893,2024,004
50670893,2025,003
50670893,2025,004
50670895,2021,003
50670895,2021,004
50670895,2022,003
50670895,2022,004
50670895,2023,003
50670895,2023,004
50670895,2024,003
50670895,2024,004
50670895,2025,003
50670895,2025,004
50670898,2021,003
50670898,2021,004
50670898,2022,003
50670898,2022,004
50670898,2023,003
50670898,2023,004
50670898,2024,003
50670898,2024,004
50670898,2025,003
50670898,2025,004
50670899,2021,003
50670899,2021,004
50670899,2022,003
50670899,2022,004
50670899,2023,003
50670899,2023,004
50670899,2024,003
50670899,2024,004
50670899,2025,003
50670899,2025,004
50671082,2021,003
50671082,2021,004
50671302,2021,003
50671302,2021,004
50671302,2022,003
50671302,2022,004
50671302,2023,003
50671302,2023,004
50671885,2021,004
50671885,2022,004
50671885,2023,004
50671885,2024,004
50672168,2021,004
50672168,2022,004
50672168,2023,004
50672168,2024,004
50672168,2025,004
50674223,2021,004
50674226,2021,004
50674461,2021,003
50674461,2021,004
50674461,2022,003
50674461,2023,003
50674461,2023,004
50674461,2024,003
50674904,2021,004
50674904,2022,004
50674904,2023,004
50674904,2024,004
50675097,2021,004
50675097,2024,004
50675227,2021,003
50675227,2021,004
50675236,2021,003
50675236,2021,004
50675239,2021,003
50675239,2021,004
50675242,2021,003
50675242,2021,004
50675242,2022,003
50675324,2021,003
50675324,2021,004
50675324,2022,003
50675324,2022,004
50675324,2023,003
50675324,2023,004
50675324,2024,003
50675324,2024,004
50675324,2025,003
50675407,2021,003
50675407,2021,004
50675407,2022,003
50675407,2023,003
50675407,2024,003
50675407,2024,004
50675553,2021,004
50675553,2022,004
50675553,2023,004
50675553,2024,004
50675556,2021,004
50675556,2022,004
50675556,2023,003
50675556,2023,004
50675556,2024,003
50675556,2024,004
50675556,2025,003
50676011,2021,003
50676011,2022,003
50676011,2023,003
50676011,2024,003
50676011,2024,004
50676011,2025,003
50676505,2021,003
50676505,2022,003
50678190,2021,003
50678190,2021,004
50678190,2022,003
50678190,2022,004
50678227,2021,004
50678227,2022,004
50678227,2023,004
50678227,2024,004
50678336,2021,003
50678336,2021,004
50678336,2022,003
50678336,2022,004
50678460,2021,004
50678538,2021,004
50678538,2022,004
50678538,2023,004
50678538,2024,004
50678564,2021,004
50678564,2022,004
50678564,2023,004
50678564,2024,003
50678564,2024,004
50678820,2023,004
50678887,2021,004
50678887,2022,004
50678887,2023,004
50678887,2024,004
50678887,2025,003
50678900,2021,004
50679053,2021,003
50679220,2021,004
50679220,2022,004
50679220,2023,004
50679220,2024,004
50679536,2021,004
50679536,2022,004
50680061,2021,003
50680061,2022,004
50680065,2021,003
50680194,2021,003
50680194,2021,004
50680194,2022,003
50680306,2021,003
50680451,2021,004
50680451,2022,004
50680789,2021,004
50680789,2022,004
50680806,2021,004
50681251,2021,003
50681251,2022,003
50681295,2021,004
50681298,2021,004
50681298,2022,004
50681460,2021,003
50681460,2021,004
50681460,2022,003
50681466,2021,004
50681466,2022,004
50681466,2023,004
50681466,2024,004
50681611,2021,003
50681611,2021,004
50681611,2022,003
50681611,2022,004
50681611,2023,003
50681611,2023,004
50681611,2024,003
50681611,2024,004
50681611,2025,003
50681611,2025,004
50681661,2021,004
50681806,2021,004
50681806,2022,004
50681806,2023,004
50681806,2024,004
50682019,2021,004
50682676,2021,004
50683342,2021,004
50683342,2022,004
50683342,2023,004
50683342,2024,003
50683342,2024,004
50684925,2021,004
50684926,2021,004
50684927,2021,004
50684928,2021,004
50685324,2021,004
50685324,2022,003
50685324,2022,004
50685324,2023,003
50685324,2023,004
50685324,2024,003
50685324,2024,004
50685852,2021,003
50685852,2021,004
50687820,2021,004
50688683,2021,003
50688683,2022,003
50688885,2024,004
50688990,2021,004
50689541,2021,004
50689997,2021,003
50690008,2021,003
50690031,2021,003
50690031,2021,004
50690031,2022,003
50690031,2022,004
50690031,2023,003
50690031,2023,004
50690031,2024,003
50690031,2024,004
50690031,2025,003
50690201,2021,003
50690201,2022,003
50690201,2023,003
50690201,2024,003
50690201,2025,003
50690206,2021,003
50690206,2021,004
50690206,2022,003
50690206,2022,004
50690206,2023,003
50690206,2023,004
50690206,2024,003
50690206,2024,004
50690206,2025,003
50690309,2021,003
50690309,2021,004
50690309,2022,003
50690309,2022,004
50690309,2023,003
50690309,2023,004
50690309,2024,003
50690309,2024,004
50690309,2025,003
50690698,2021,003
50690698,2022,003
50690698,2023,003
50690698,2024,003
50690698,2025,003
50690995,2021,003
50690995,2021,004
50690995,2022,004
50690995,2023,003
50690995,2023,004
50690995,2024,003
50690995,2024,004
50690995,2025,003
50691000,2021,003
50691000,2021,004
50691000,2022,003
50691000,2022,004
50691000,2023,003
50691000,2023,004
50691000,2024,003
50691000,2024,004
50691000,2025,003
50691120,2021,004
50691120,2022,003
50691120,2023,003
50691120,2024,003
50691120,2025,003
50691194,2021,003
50691801,2021,004
50692057,2021,004
50692057,2022,004
50692057,2023,004
50692057,2024,004
50692355,2021,004
50692355,2022,004
50692355,2023,004
50692355,2024,004
50693597,2022,004
50693724,2021,003
50693724,2021,004
50693724,2022,003
50693724,2022,004
50693724,2023,003
50693724,2023,004
50693724,2024,003
50693724,2024,004
50693724,2025,003
50694612,2021,004
50695015,2021,004
50695112,2021,003
50699335,2021,003
50699335,2021,004
50699335,2022,003
50699335,2022,004
50699335,2023,003
50699335,2023,004
50699335,2024,003
50699335,2024,004
50699335,2025,003
50699335,2025,004
50700062,2021,003
50700062,2021,004
50700062,2022,003
50700062,2022,004
50700062,2023,003
50700062,2023,004
50700062,2024,003
50701099,2021,003
50701099,2021,004
50701099,2022,003
50701099,2022,004
50701214,2021,003
50701214,2022,003
50701214,2023,003
50701214,2024,003
50701214,2025,003
50701223,2021,004
50701223,2022,004
50701223,2023,004
50701223,2024,004
50701226,2021,003
50701226,2021,004
50701226,2022,003
50701226,2023,003
50701226,2024,003
50701485,2021,003
50701485,2022,003
50701485,2023,003
50701487,2021,003
50701487,2022,003
50701487,2023,003
50701487,2024,003
50701487,2025,003
50701489,2021,003
50701489,2022,003
50701489,2023,003
50701491,2021,004
50701491,2022,004
50701491,2023,004
50701491,2024,004
50701495,2021,004
50701495,2022,004
50701495,2023,004
50701593,2021,003
50701593,2022,003
50701593,2023,003
50701593,2024,003
50701714,2021,003
50701714,2021,004
50701714,2022,004
50701714,2023,003
50701714,2023,004
50701714,2024,003
50701714,2024,004
50702575,2021,003
50702575,2022,003
50702575,2023,003
50703304,2021,003
50703304,2021,004
50703304,2022,003
50703304,2022,004
50703304,2023,003
50703304,2023,004
50703304,2024,003
50703304,2024,004
50703304,2025,003
50703304,2025,004
50703372,2021,003
50703372,2021,004
50703372,2022,003
50703372,2022,004
50703372,2023,003
50703372,2023,004
50703372,2024,003
50703372,2024,004
50703372,2025,003
50703372,2025,004
50704409,2021,003
50704409,2022,003
50704409,2023,003
50704409,2024,003
50704409,2025,003
50704679,2021,003
50704679,2022,003
50704679,2023,003
50704679,2024,003
50704679,2025,003
50710421,2021,003
50710774,2021,003
50710774,2022,003
50710774,2023,003
50710774,2024,003
50710774,2025,003
50711315,2021,004
50711315,2022,004
50711315,2023,004
50711315,2024,004
50711786,2021,003
50711786,2021,004
50711786,2022,003
50711786,2022,004
50711786,2023,003
50711932,2021,003
50711932,2021,004
50711932,2022,003
50711932,2022,004
50711932,2023,003
50711932,2023,004
50711932,2024,003
50711932,2024,004
50711932,2025,003
50711932,2025,004
50712158,2021,003
50712158,2022,003
50712158,2023,003
50712158,2024,003
50712158,2025,003
50712641,2021,003
50712641,2022,003
50712641,2023,003
50712641,2024,003
50712641,2025,003
50712819,2021,003
50712819,2021,004
50712819,2022,003
50712819,2022,004
50712819,2023,003
50712819,2023,004
50712819,2024,003
50712937,2021,003
50717312,2021,003
50717312,2022,003
50717806,2021,004
50717806,2022,004
50717806,2023,004
50717806,2024,004
50718235,2024,004
50718238,2021,004
50718341,2021,004
50718341,2022,004
50718341,2023,003
50718341,2023,004
50718341,2024,004
50718341,2025,004
50718488,2021,003
50718488,2022,003
50718488,2023,003
50718488,2024,003
50718488,2025,003
50719200,2021,003
50719200,2021,004
50719445,2021,003
50719457,2021,003
50719457,2021,004
50719457,2022,003
50719457,2022,004
50719457,2023,003
50719457,2023,004
50719457,2024,003
50719457,2024,004
50719457,2025,003
50719457,2025,004
50719526,2021,004
50719526,2022,004
50719526,2023,004
50719526,2024,004
50719658,2021,003
50719658,2021,004
50719658,2022,003
50719701,2022,003
50719701,2023,004
50719701,2025,003
50720011,2021,004
50720011,2022,004
50720011,2023,004
50720011,2024,004
50720197,2021,004
50722922,2021,003
50723087,2021,004
50723087,2022,004
50723087,2023,004
50723087,2024,004
50723087,2025,003
50724639,2021,003
50724715,2021,003
50724715,2021,004
50724715,2022,003
50724715,2022,004
50724715,2023,003
50724715,2023,004
50724715,2024,003
50724715,2024,004
50724715,2025,003
50724721,2021,003
50724721,2021,004
50724721,2022,003
50724721,2022,004
50724721,2023,003
50724721,2023,004
50724721,2024,003
50724721,2024,004
50724721,2025,003
50724799,2022,004
50725301,2021,003
50725631,2021,004
50725631,2022,004
50725631,2023,004
50725631,2024,004
50726347,2021,003
50726347,2022,003
50726347,2023,003
50726347,2024,003
50726347,2025,003
50726348,2021,003
50726348,2022,003
50726348,2023,003
50726348,2024,003
50726348,2025,003
50726350,2021,003
50726350,2022,003
50726350,2023,003
50726350,2024,003
50727733,2021,003
50727733,2022,003
50727733,2023,003
50727733,2024,003
50727863,2021,003
50727863,2021,004
50727863,2022,003
50727863,2022,004
50727863,2023,003
50727863,2023,004
50727863,2024,003
50727863,2024,004
50727863,2025,003
50728226,2021,004
50728226,2022,004
50728353,2021,003
50728353,2022,003
50728353,2023,003
50728353,2024,003
50728353,2025,003
50728388,2021,003
50729362,2021,003
50729362,2021,004
50729362,2022,003
50729362,2023,003
50729362,2023,004
50729362,2024,004
50729364,2022,004
50729573,2021,003
50729573,2022,003
50729573,2023,003
50729573,2024,003
50729573,2025,003
50730468,2021,003
50730468,2021,004
50730468,2022,003
50730468,2022,004
50730468,2023,003
50730468,2023,004
50730468,2024,003
50730468,2024,004
50730468,2025,003
50731880,2021,004
50731880,2023,004
50731880,2024,004
50732117,2021,003
50732117,2022,003
50732117,2023,003
50732117,2024,003
50732117,2025,003
50732149,2021,004
50732149,2022,004
50732149,2023,004
50732149,2024,004
50734318,2021,004
50734318,2022,004
50734318,2023,004
50734318,2024,004
50734974,2021,004
50734974,2022,004
50734974,2023,004
50734974,2024,003
50734974,2025,003
50734978,2021,003
50735315,2022,003
50735318,2021,004
50735318,2024,004
50735321,2025,003
50735321,2025,004
50736154,2023,003
50736154,2025,003
50736310,2021,003
50736310,2021,004
50736310,2022,003
50736310,2022,004
50736310,2023,003
50736310,2023,004
50736310,2024,003
50736310,2024,004
50736310,2025,003
50736310,2025,004
50736311,2021,003
50736311,2021,004
50736311,2022,003
50736311,2022,004
50736311,2023,003
50736311,2023,004
50736311,2024,003
50736311,2024,004
50736311,2025,003
50736311,2025,004
50736621,2021,003
50736621,2021,004
50736621,2022,003
50736621,2022,004
50736621,2023,003
50736621,2023,004
50736621,2024,003
50736621,2024,004
50736621,2025,003
50737475,2021,003
50737475,2023,003
50737475,2025,003
50738117,2021,003
50738117,2021,004
50738117,2022,003
50738117,2022,004
50738117,2023,003
50738480,2021,003
50738480,2022,003
50738480,2023,003
50738480,2024,003
50738480,2025,003
50738602,2021,003
50738602,2022,004
50738602,2023,004
50738602,2024,004
50738602,2025,004
50738685,2021,003
50738685,2022,003
50738685,2023,003
50738685,2024,003
50738685,2025,003
50738686,2021,003
50738686,2022,003
50738686,2023,003
50738686,2024,003
50738686,2025,003
50739685,2021,003
50739685,2022,003
50739685,2024,003
50739685,2025,003
50740015,2021,003
50740015,2022,003
50740015,2023,003
50740015,2024,003
50740015,2025,003
50740249,2021,003
50740249,2022,003
50740249,2023,003
50740249,2024,003
50740249,2025,003
50740250,2021,003
50740250,2022,003
50740250,2023,003
50740250,2024,003
50740250,2025,003
50740251,2021,003
50740251,2022,003
50740251,2023,003
50740251,2024,003
50740251,2025,003
50740451,2021,003
50740451,2022,003
50740451,2023,003
50740451,2024,003
50740451,2025,003
50740452,2021,004
50740452,2022,004
50740452,2023,004
50740452,2024,004
50740452,2025,004
50740453,2021,003
50740453,2022,003
50740453,2023,003
50740453,2024,003
50740453,2025,003
50740454,2021,003
50740454,2022,003
50740454,2023,003
50740454,2024,003
50740454,2025,003
50740455,2021,003
50740455,2022,003
50740455,2023,003
50740455,2024,003
50740455,2025,004
50740659,2021,003
50740659,2022,003
50740659,2023,003
50740659,2024,003
50740659,2025,003
50740660,2021,004
50740660,2022,004
50740660,2023,004
50740660,2024,004
50740662,2021,004
50740662,2022,004
50740662,2023,004
50740662,2024,004
50740663,2021,004
50740663,2022,004
50740663,2023,004
50740663,2024,004
50740664,2021,003
50740664,2022,003
50740664,2023,003
50740664,2024,003
50740664,2025,003
50740989,2021,003
50741024,2021,003
50741024,2021,004
50741024,2022,003
50741024,2022,004
50741024,2023,003
50741024,2023,004
50741024,2024,003
50741024,2024,004
50741024,2025,003
50742524,2021,003
50742524,2022,003
50742524,2023,003
50742524,2024,003
50742524,2025,003
50743293,2021,003
50743293,2022,003
50743293,2023,003
50743293,2024,003
50743293,2025,003
50743295,2021,004
50743295,2022,004
50743295,2023,004
50743295,2024,004
50743297,2021,003
50743297,2022,003
50743297,2023,003
50743297,2024,003
50743297,2025,003
50743445,2021,003
50743445,2021,004
50743445,2022,004
50743445,2023,003
50743445,2023,004
50743445,2024,004
50743445,2025,003
50743446,2021,003
50743446,2021,004
50743446,2022,003
50743446,2023,003
50743446,2023,004
50743446,2024,003
50743446,2025,003
50743491,2021,003
50743491,2022,003
50743491,2023,003
50743491,2024,003
50743491,2025,003
50744287,2021,003
50744287,2021,004
50744287,2022,003
50744287,2022,004
50744287,2023,003
50744287,2023,004
50744287,2024,003
50744287,2024,004
50744287,2025,003
50744287,2025,004
50744627,2021,003
50744627,2021,004
50744627,2022,003
50744627,2022,004
50744627,2023,003
50744627,2023,004
50744627,2024,003
50744627,2024,004
50744627,2025,003
50746043,2021,004
50746043,2022,004
50746043,2023,004
50746043,2024,004
50747127,2021,003
50747127,2022,003
50747127,2023,003
50747127,2024,003
50747127,2025,003
50747139,2021,003
50747139,2022,003
50747139,2023,003
50747139,2024,003
50747139,2025,003
50747145,2021,004
50747145,2022,004
50747145,2023,004
50747145,2024,004
50748084,2021,004
50748084,2022,003
50748084,2022,004
50748829,2021,003
50748829,2022,003
50748829,2023,003
50748957,2021,003
50748957,2021,004
50748957,2022,003
50748957,2022,004
50748957,2023,003
50748957,2023,004
50748957,2024,003
50748957,2024,004
50748957,2025,003
50748957,2025,004
50748958,2021,003
50748958,2022,003
50748958,2023,003
50749029,2021,004
50749332,2021,003
50749332,2021,004
50749332,2022,003
50749332,2022,004
50749332,2023,003
50749332,2023,004
50749332,2024,003
50749332,2024,004
50749332,2025,003
50749332,2025,004
50749792,2021,003
50749795,2021,003
50749797,2021,003
50749797,2022,003
50749897,2021,003
50749897,2021,004
50749897,2022,003
50749897,2022,004
50749897,2023,003
50749897,2023,004
50749897,2024,003
50749897,2024,004
50749897,2025,003
50749897,2025,004
50750323,2021,003
50750323,2021,004
50750323,2022,003
50750323,2022,004
50750323,2023,003
