ObjectId,AcademicYear,AcademicPeriod
50029194,2022,004
50029194,2023,003
50029194,2023,004
50029194,2024,003
50029194,2024,004
50029194,2025,003
50029205,2021,003
50029205,2021,004
50029205,2022,003
50029205,2022,004
50029205,2023,003
50029205,2023,004
50029205,2024,003
50029205,2024,004
50029205,2025,003
50029208,2021,003
50029211,2021,003
50029211,2021,004
50029211,2022,003
50029211,2022,004
50029211,2023,003
50029211,2023,004
50029211,2024,003
50029211,2024,004
50029211,2025,003
50029220,2021,003
50029220,2021,004
50029220,2022,003
50029220,2022,004
50029220,2023,003
50029220,2023,004
50029220,2024,003
50029220,2024,004
50029220,2025,003
50029222,2021,003
50029222,2022,003
50029259,2021,003
50029259,2022,003
50029259,2023,003
50029259,2024,003
50029259,2025,003
50029263,2021,003
50029263,2022,003
50029263,2023,003
50029263,2024,003
50029263,2025,003
50029339,2021,004
50029342,2021,004
50029342,2022,004
50029342,2023,004
50029354,2021,003
50029354,2021,004
50029354,2022,003
50029354,2022,004
50029354,2023,003
50029356,2021,003
50029356,2021,004
50029356,2022,003
50029356,2022,004
50029356,2023,003
50029370,2021,003
50029370,2021,004
50029370,2022,003
50029370,2023,003
50029370,2024,003
50029374,2021,003
50029374,2021,004
50029374,2022,003
50029374,2022,004
50029374,2023,003
50029374,2023,004
50029374,2024,003
50029375,2021,003
50029375,2021,004
50029375,2022,003
50029375,2022,004
50029375,2023,003
50029375,2023,004
50029375,2024,003
50029377,2021,003
50029377,2021,004
50029377,2022,003
50029378,2021,003
50029378,2021,004
50029378,2022,003
50029378,2022,004
50029378,2023,003
50029380,2021,004
50029380,2022,004
50029472,2021,003
50029483,2021,003
50029483,2021,004
50029483,2022,003
50029483,2022,004
50029483,2023,003
50029483,2023,004
50029483,2024,003
50029483,2024,004
50029483,2025,003
50029552,2021,003
50029552,2021,004
50029552,2022,003
50029552,2022,004
50029552,2023,003
50029552,2023,004
50029552,2024,003
50029552,2024,004
50029552,2025,003
50029560,2021,003
50029560,2021,004
50029560,2022,003
50029560,2022,004
50029560,2023,003
50029560,2023,004
50029560,2024,003
50029560,2024,004
50029560,2025,003
50029562,2021,003
50029562,2021,004
50029562,2022,003
50029562,2022,004
50029562,2023,003
50029562,2023,004
50029562,2024,003
50029562,2024,004
50029562,2025,003
50029563,2021,003
50029563,2021,004
50029563,2022,003
50029563,2022,004
50029563,2023,003
50029563,2023,004
50029563,2024,003
50029563,2024,004
50029563,2025,003
50029566,2021,003
50029566,2021,004
50029566,2022,003
50029566,2022,004
50029566,2023,003
50029566,2023,004
50029566,2024,003
50029566,2024,004
50029566,2025,003
50029567,2021,003
50029567,2021,004
50029567,2022,003
50029567,2022,004
50029567,2023,003
50029568,2021,003
50029568,2021,004
50029568,2022,003
50029568,2022,004
50029568,2023,003
50029568,2023,004
50029568,2024,003
50029568,2024,004
50029568,2025,003
50029572,2021,003
50029572,2021,004
50029572,2022,003
50029572,2022,004
50029572,2023,003
50029572,2023,004
50029572,2024,003
50029572,2024,004
50029573,2021,003
50029573,2021,004
50029573,2022,003
50029573,2022,004
50029573,2023,003
50029573,2023,004
50029573,2024,003
50029573,2024,004
50029573,2025,003
50029574,2021,003
50029574,2021,004
50029574,2022,003
50029574,2022,004
50029574,2023,003
50029574,2023,004
50029574,2024,003
50029574,2024,004
50029574,2025,003
50029596,2021,003
50029596,2021,004
50029596,2022,003
50029596,2022,004
50029596,2023,003
50029596,2023,004
50029596,2024,003
50029596,2024,004
50029596,2025,003
50029598,2021,003
50029598,2021,004
50029598,2022,003
50029598,2022,004
50029598,2023,003
50029598,2023,004
50029598,2024,003
50029598,2024,004
50029598,2025,003
50029601,2021,003
50029601,2021,004
50029601,2022,003
50029601,2022,004
50029601,2023,003
50029604,2021,003
50029604,2021,004
50029604,2022,003
50029604,2022,004
50029604,2023,003
50029604,2023,004
50029604,2024,003
50029604,2024,004
50029604,2025,003
50029608,2021,003
50029608,2021,004
50029608,2022,003
50029608,2022,004
50029608,2023,003
50029608,2023,004
50029608,2024,003
50029608,2024,004
50029608,2025,003
50029650,2021,003
50029650,2021,004
50029650,2022,003
50029650,2022,004
50029650,2023,003
50029650,2023,004
50029650,2024,003
50029650,2024,004
50029650,2025,003
50029650,2025,004
50029708,2021,004
50029708,2022,004
50029708,2023,004
50029708,2024,004
50029710,2021,004
50029710,2022,004
50029710,2023,004
50029710,2024,004
50029712,2021,004
50029712,2022,004
50029712,2023,004
50029712,2024,004
50029715,2021,003
50029715,2021,004
50029715,2022,003
50029715,2022,004
50029715,2023,003
50029715,2023,004
50029715,2024,003
50029715,2024,004
50029715,2025,003
50029717,2021,004
50029717,2022,004
50029717,2023,004
50029717,2024,004
50029738,2021,003
50029738,2021,004
50029738,2022,003
50029738,2022,004
50029738,2023,003
50029738,2023,004
50029738,2024,003
50029911,2021,004
50029911,2022,004
50029911,2023,004
50029911,2024,004
50029926,2021,003
50029926,2021,004
50029926,2022,003
50030004,2021,003
50030004,2021,004
50030004,2022,003
50030004,2022,004
50030004,2023,003
50030004,2023,004
50030004,2024,003
50030004,2024,004
50030004,2025,003
50030053,2021,003
50030053,2021,004
50030053,2022,003
50030053,2022,004
50030053,2023,003
50030053,2023,004
50030053,2024,003
50030053,2024,004
50030053,2025,003
50030244,2021,003
50030244,2021,004
50030244,2022,003
50030244,2022,004
50030244,2023,003
50030244,2024,003
50030244,2024,004
50030244,2025,003
50030251,2021,003
50030251,2021,004
50030251,2022,003
50030251,2022,004
50030251,2023,003
50030251,2023,004
50030251,2024,003
50030251,2024,004
50030251,2025,003
50030253,2021,003
50030253,2021,004
50030253,2022,003
50030253,2022,004
50030253,2023,003
50030253,2023,004
50030253,2024,003
50030253,2024,004
50030253,2025,003
50030255,2021,003
50030255,2021,004
50030255,2022,003
50030255,2022,004
50030255,2023,003
50030255,2023,004
50030255,2024,003
50030255,2024,004
50030255,2025,003
50030258,2021,003
50030258,2021,004
50030258,2022,003
50030258,2022,004
50030258,2023,003
50030258,2023,004
50030258,2024,003
50030258,2024,004
50030258,2025,003
50030269,2021,003
50030269,2021,004
50030269,2022,003
50030269,2022,004
50030285,2021,003
50030285,2021,004
50030285,2022,003
50030285,2022,004
50030285,2023,003
50030285,2023,004
50030285,2024,003
50030285,2024,004
50030285,2025,003
50030294,2021,003
50030294,2021,004
50030294,2022,003
50030294,2022,004
50030294,2023,003
50030294,2023,004
50030294,2024,003
50030294,2024,004
50030294,2025,003
50030508,2021,003
50030508,2021,004
50030508,2022,003
50030508,2022,004
50030508,2023,003
50030508,2023,004
50030508,2024,003
50030508,2024,004
50030508,2025,003
50030508,2025,004
50030537,2021,003
50030537,2021,004
50030537,2022,003
50030537,2022,004
50030537,2023,003
50030537,2023,004
50030537,2024,003
50030537,2024,004
50030537,2025,003
50030537,2025,004
50030586,2021,003
50030586,2021,004
50030586,2022,003
50030586,2022,004
50030586,2023,003
50030586,2023,004
50030586,2024,003
50030586,2024,004
50030586,2025,003
50030625,2021,003
50030625,2021,004
50030625,2022,003
50030625,2022,004
50030625,2023,003
50030625,2023,004
50030625,2024,003
50030625,2024,004
50030625,2025,003
50030684,2021,003
50030684,2022,003
50030684,2023,003
50030684,2024,003
50030684,2025,003
50030692,2021,004
50030756,2021,003
50030756,2021,004
50030756,2022,003
50030756,2022,004
50030756,2023,003
50030756,2023,004
50030756,2024,003
50030756,2024,004
50030756,2025,003
50030855,2021,004
50030857,2021,004
50030886,2021,004
50030887,2021,004
50031051,2021,004
50031051,2022,004
50031051,2023,004
50031051,2024,004
50031228,2021,003
50031228,2022,003
50031228,2023,003
50031228,2024,003
50031228,2025,003
50031314,2021,003
50031314,2022,003
50031314,2023,003
50031314,2024,003
50031314,2025,003
50031436,2021,004
50031436,2022,004
50031436,2023,004
50031436,2024,004
50031543,2021,004
50031543,2022,004
50031543,2023,004
50031543,2024,004
50031546,2021,003
50031546,2022,003
50031546,2023,003
50031672,2021,004
50031675,2021,004
50031677,2021,004
50031677,2022,004
50031677,2023,004
50031677,2024,004
50031679,2021,004
50031679,2022,004
50031679,2023,004
50031679,2024,004
50031680,2021,003
50031680,2022,003
50031680,2023,003
50031680,2024,003
50031680,2025,003
50031735,2021,004
50031849,2021,004
50031849,2022,004
50031849,2023,004
50031849,2024,004
50031849,2025,004
50031917,2021,003
50031917,2021,004
50031917,2022,003
50031917,2022,004
50031917,2023,003
50031917,2023,004
50031917,2024,003
50031917,2024,004
50031917,2025,003
50032027,2021,004
50032027,2022,004
50032027,2023,004
50032153,2021,004
50032153,2022,004
50032153,2023,004
50032153,2024,004
50032153,2025,004
50032523,2021,003
50032523,2021,004
50032523,2022,003
50032523,2022,004
50032523,2023,003
50032523,2023,004
50032523,2024,003
50032523,2024,004
50032523,2025,003
50032528,2021,003
50032528,2021,004
50032528,2022,003
50032528,2022,004
50032528,2023,003
50032528,2023,004
50032528,2024,003
50032528,2024,004
50032528,2025,003
50032788,2021,004
50032788,2022,004
50032788,2023,004
50032788,2024,004
50033721,2021,003
50033756,2021,003
50033756,2021,004
50033756,2022,003
50033756,2022,004
50033756,2023,003
50033756,2023,004
50033756,2024,003
50033756,2024,004
50033756,2025,003
50033758,2021,004
50033758,2022,004
50033758,2023,004
50033758,2024,004
50033787,2021,003
50033787,2022,003
50033787,2023,003
50033787,2024,003
50033787,2025,003
50033809,2021,003
50033813,2021,003
50033813,2022,003
50033813,2023,003
50033813,2024,003
50033813,2025,003
50033815,2021,003
50033815,2022,003
50033815,2023,003
50033815,2024,003
50033815,2025,003
50033844,2021,004
50033844,2022,004
50033844,2023,004
50033844,2024,004
50033847,2021,004
50033847,2022,004
50033847,2023,003
50033847,2023,004
50033847,2024,003
50033847,2024,004
50033847,2025,003
50033852,2021,003
50033852,2022,003
50033852,2023,003
50033852,2024,003
50033852,2025,003
50033856,2021,004
50033856,2022,004
50033856,2023,004
50033856,2024,004
50033856,2025,004
50033930,2021,004
50033930,2022,004
50033930,2023,004
50033930,2024,004
50033930,2025,004
50033938,2021,004
50034087,2021,004
50034179,2021,004
50034179,2022,004
50034179,2023,004
50034179,2024,004
50034188,2021,004
50034188,2022,004
50034188,2023,004
50034188,2024,003
50034188,2024,004
50034188,2025,003
50034202,2021,004
50034202,2022,004
50034202,2023,004
50034202,2024,004
50034203,2021,004
50034203,2022,004
50034203,2023,004
50034203,2024,004
50034363,2021,004
50034363,2022,004
50034363,2023,004
50034363,2024,004
50034372,2021,004
50034372,2022,004
50034372,2023,004
50034372,2024,004
50034374,2021,004
50034374,2022,004
50034374,2023,004
50034374,2024,004
50034375,2021,004
50034375,2022,004
50034375,2023,004
50034375,2024,004
50034492,2021,003
50034492,2021,004
50034492,2022,003
50034492,2022,004
50034492,2023,003
50034492,2023,004
50034492,2024,003
50034565,2021,003
50034571,2021,003
50034571,2022,003
50034571,2023,003
50034571,2024,003
50034571,2025,003
50034584,2021,003
50034584,2021,004
50034584,2022,003
50034584,2022,004
50034584,2023,003
50034584,2023,004
50034584,2024,003
50034584,2024,004
50034584,2025,003
50034590,2021,003
50034590,2021,004
50034590,2022,003
50034590,2022,004
50034590,2023,003
50034590,2023,004
50034590,2024,003
50034590,2024,004
50034590,2025,003
50034591,2021,003
50034591,2021,004
50034591,2022,003
50034591,2022,004
50034591,2023,003
50034591,2023,004
50034591,2024,003
50034591,2024,004
50034591,2025,003
50034592,2021,003
50034592,2021,004
50034592,2022,003
50034592,2022,004
50034592,2023,003
50034592,2023,004
50034592,2024,003
50034592,2024,004
50034592,2025,003
50034595,2021,003
50034595,2021,004
50034595,2022,003
50034595,2022,004
50034595,2023,003
50034595,2023,004
50034595,2024,003
50034595,2024,004
50034595,2025,003
50034596,2021,003
50034596,2021,004
50034596,2022,003
50034596,2022,004
50034596,2023,003
50034596,2023,004
50034596,2024,003
50034596,2024,004
50034596,2025,003
50034597,2021,003
50034597,2022,003
50034597,2023,003
50034597,2024,003
50034597,2024,004
50034597,2025,003
50034599,2021,003
50034599,2021,004
50034599,2022,003
