CgObjId,PiqYear,PiqSession,MainLanguageDescription,FutherLanguageDescription,AdmissionReqDescription,Text,PointsText,CatText,CommonDescription,DegreeDescription,GradesDescription,VistasDescription,StructureDescription,RulesDescription,AdviceDescription,IsTextEditable,HasChildConcentration,IsConcentration,HasModules,FullPartTimeDescription,FollowupStudiesDescription,CombinationDescription,RequirementsDescription,Organizations_OObjId,Scs_ObjectId,Head_ObjId,Coordination_ObjId,SRicht
51087264,2024,004,Deutsch,,"<p>Die Zulassung zu einem Bachelorstudiengang erfolgt gemäss der Regelung in der Verordnung über die Zulassung zum Studium an der UZH (VZS) durch die Abteilung Studierende der UZH. <a href=""https://www.uzh.ch/studies/application/bachelor.html"">www.uzh.ch/studies/application/bachelor.html</a></p>",Betriebswirtschaftslehre,150.00000 ,Major 150,"<p>Das Bachelorstudium basiert auf einer methodisch und inhaltlich breiten wissenschaftlichen Grundausbildung und umfasst in der Regel sechs Semester. Im Rahmen eines Major- (150 ECTS Credits) und eines Minor-Studienprogramms (30 ECTS Credits) müssen 180 ECTS Credits absolviert werden.<br>Das Major-Studienprogramm besteht aus einer Assessment- und einer Aufbaustufe.<br>Das Assessment (60 ECTS Credits) und das Pflichtprogramm der Aufbaustufe vermitteln für alle wirtschaftswissenschaftlichen Studienprogramme die Grundlagen in Betriebs- und Volkswirtschaftslehre, Finance, Mathematik und Statistik sowie wissenschaftlichem Arbeiten.<br>Danach folgt die studienfachspezifische Ausbildung. In der BWL sind Module aus den Wahlpflichtbereichen Accounting, Auditing and Governance, Corporate Finance and Banking, Organization and Human Resources, Marketing, Business Policy and Governance sowie Management Science zu erwerben. Eine Bachelorarbeit im Umfang von 18 ECTS Credits rundet das Studium ab.</p>",<p>Das Bachelorstudium vermittelt eine methodisch und inhaltlich breite wissenschaftliche Grundausbildung. Der Bachelorabschluss ermöglicht sowohl den direkten Berufseinstieg als auch den Übertritt in ein weiterführendes Masterstudium an der Fakultät oder einer anderen Universität.</p>,"<p>Alle Leistungsnachweise werden benotet oder mit ""bestanden"" oder ""nicht bestanden"" bewertet. Für benotete Leistungsnachweise werden Noten von 1 bis 6 vergeben, wobei 6 die höchste und 1 die geringste Leistung bezeichnet. Note 4 oder höher ist genügend. Halb- und Viertelnoten sind zulässig.</p>","<p>Der Bachelorabschluss in Betriebswirtschaftslehre eröffnet Ihnen vielseitige Tätigkeiten als Fachperson in Unternehmen unterschiedlichster Branchen. Dazu gehören Beschäftigungsfelder wie Finanz- und Investitionsmanagement, Controlling, Unternehmensorganisation, strategische Unternehmensführung, Human Resource Management und Marketing. Das erworbene Grundlagenwissen ist auch wertvoll für Studierende, die selbständig unternehmerisch tätig werden möchten.<br>Zudem qualifizieren Sie sich mit dem Bachelorabschluss für ein weiterführendes Studium auf Masterstufe.</p>","<p>Assessmentstufe zur Vermittlung der Grundkenntnisse: 60 ECTS Credits Aufbaustufe mit individuellen Gestaltungsmöglichkeiten: 90 ECTS Credits, inklusive Bachelorarbeit im Umfang von 18 ECTS Credits Ergänzt durch ein Minor Porgramm nach Wahl im Umfang von 30 ECTS Credits, entsprechend dem aktuellen Studienangebot: <a href=""https://www.degrees.uzh.ch"">www.degrees.uzh.ch</a> Regelstudienzeit sechs Semester<br>Abschluss mit einem Bachelor of Arts UZH in Wirtschaftswissenschaften</p>","<p><a href=""https://www.oec.uzh.ch/de/studies/general/regulations.html"">www.oec.uzh.ch/de/studies/general/regulations.html</a></p>","<p><a href=""http://www.oec.uzh.ch/de/advising"">www.oec.uzh.ch/de/advising</a></p>",False,False,False,False,,,<p>Zusätzlich zum Major-Studienprogramm im Rahmen von 150 ECTS Credits wird ein Minor-Studienprogramm im Rahmen von 30 ECTS Credits der Fakultät oder einer anderen Fakultät der UZH gewählt.</p>,,50000003,51085509,01153073,01141408,Betriebswirtschaftslehre
